
let p = 1/2

%BEGIN rPTSA config
restriction := 2
q0 := q
m0 := m0
gamma0 := root
%END rPTSA config
    
%BEGIN rPTSA rules
(q, m0, root, 1, (q, m_a_1, up g1))
(q, endStr, g821, 1, (q_end, endStr, down))
(q_end, m_a_821, root, 1, (q, m_a_822, up g822))
(q_end, m_b_821, root, 1, (q, m_b_822, up g822))
(q, m0, g822, p, (q, cont, up g822))
(q, m0, g822, 1 - p, (q_end, endStr, down))
(q_end, cont, g822, 1, (q_end, cont, down))
(q, cont, g822, 1, (q, cont, up g822))
(q, endStr, g822, 1, (q_end, endStr, down))
(q_end, m_a_822, root, 1, (q, m_a_823, up g823))
(q_end, m_b_822, root, 1, (q, m_b_823, up g823))
(q, m0, g823, p, (q, cont, up g823))
(q, m0, g823, 1 - p, (q_end, endStr, down))
(q_end, cont, g823, 1, (q_end, cont, down))
(q, cont, g823, 1, (q, cont, up g823))
(q, endStr, g823, 1, (q_end, endStr, down))
(q_end, m_a_823, root, 1, (q, m_a_824, up g824))
(q_end, m_b_823, root, 1, (q, m_b_824, up g824))
(q, m0, g824, p, (q, cont, up g824))
(q, m0, g824, 1 - p, (q_end, endStr, down))
(q_end, cont, g824, 1, (q_end, cont, down))
(q, cont, g824, 1, (q, cont, up g824))
(q, endStr, g824, 1, (q_end, endStr, down))
(q_end, m_a_824, root, 1, (q, m_a_825, up g825))
(q_end, m_b_824, root, 1, (q, m_b_825, up g825))
(q, m0, g825, p, (q, cont, up g825))
(q, m0, g825, 1 - p, (q_end, endStr, down))
(q_end, cont, g825, 1, (q_end, cont, down))
(q, cont, g825, 1, (q, cont, up g825))
(q, endStr, g825, 1, (q_end, endStr, down))
(q_end, m_a_825, root, 1, (q, m_a_826, up g826))
(q_end, m_b_825, root, 1, (q, m_b_826, up g826))
(q, m0, g826, p, (q, cont, up g826))
(q, m0, g826, 1 - p, (q_end, endStr, down))
(q_end, cont, g826, 1, (q_end, cont, down))
(q, cont, g826, 1, (q, cont, up g826))
(q, endStr, g826, 1, (q_end, endStr, down))
(q_end, m_a_826, root, 1, (q, m_a_827, up g827))
(q_end, m_b_826, root, 1, (q, m_b_827, up g827))
(q, m0, g827, p, (q, cont, up g827))
(q, m0, g827, 1 - p, (q_end, endStr, down))
(q_end, cont, g827, 1, (q_end, cont, down))
(q, cont, g827, 1, (q, cont, up g827))
(q, endStr, g827, 1, (q_end, endStr, down))
(q_end, m_a_827, root, 1, (q, m_a_828, up g828))
(q_end, m_b_827, root, 1, (q, m_b_828, up g828))
(q, m0, g828, p, (q, cont, up g828))
(q, m0, g828, 1 - p, (q_end, endStr, down))
(q_end, cont, g828, 1, (q_end, cont, down))
(q, cont, g828, 1, (q, cont, up g828))
(q, endStr, g828, 1, (q_end, endStr, down))
(q_end, m_a_828, root, 1, (q, m_a_829, up g829))
(q_end, m_b_828, root, 1, (q, m_b_829, up g829))
(q, m0, g829, p, (q, cont, up g829))
(q, m0, g829, 1 - p, (q_end, endStr, down))
(q_end, cont, g829, 1, (q_end, cont, down))
(q, cont, g829, 1, (q, cont, up g829))
(q, endStr, g829, 1, (q_end, endStr, down))
(q_end, m_a_829, root, 1, (q, m_a_830, up g830))
(q_end, m_b_829, root, 1, (q, m_b_830, up g830))
(q, m0, g830, p, (q, cont, up g830))
(q, m0, g830, 1 - p, (q_end, endStr, down))
(q_end, cont, g830, 1, (q_end, cont, down))
(q, cont, g830, 1, (q, cont, up g830))
(q, endStr, g830, 1, (q_end, endStr, down))
(q_end, m_a_830, root, 1, (q, m_a_831, up g831))
(q_end, m_b_830, root, 1, (q, m_b_831, up g831))
(q, m0, g831, p, (q, cont, up g831))
(q, m0, g831, 1 - p, (q_end, endStr, down))
(q_end, cont, g831, 1, (q_end, cont, down))
(q, cont, g831, 1, (q, cont, up g831))
(q, endStr, g831, 1, (q_end, endStr, down))
(q_end, m_a_831, root, 1, (q, m_a_832, up g832))
(q_end, m_b_831, root, 1, (q, m_b_832, up g832))
(q, m0, g832, p, (q, cont, up g832))
(q, m0, g832, 1 - p, (q_end, endStr, down))
(q_end, cont, g832, 1, (q_end, cont, down))
(q, cont, g832, 1, (q, cont, up g832))
(q, endStr, g832, 1, (q_end, endStr, down))
(q_end, m_a_832, root, 1, (q, m_a_833, up g833))
(q_end, m_b_832, root, 1, (q, m_b_833, up g833))
(q, m0, g833, p, (q, cont, up g833))
(q, m0, g833, 1 - p, (q_end, endStr, down))
(q_end, cont, g833, 1, (q_end, cont, down))
(q, cont, g833, 1, (q, cont, up g833))
(q, endStr, g833, 1, (q_end, endStr, down))
(q_end, m_a_833, root, 1, (q, m_a_834, up g834))
(q_end, m_b_833, root, 1, (q, m_b_834, up g834))
(q, m0, g834, p, (q, cont, up g834))
(q, m0, g834, 1 - p, (q_end, endStr, down))
(q_end, cont, g834, 1, (q_end, cont, down))
(q, cont, g834, 1, (q, cont, up g834))
(q, endStr, g834, 1, (q_end, endStr, down))
(q_end, m_a_834, root, 1, (q, m_a_835, up g835))
(q_end, m_b_834, root, 1, (q, m_b_835, up g835))
(q, m0, g835, p, (q, cont, up g835))
(q, m0, g835, 1 - p, (q_end, endStr, down))
(q_end, cont, g835, 1, (q_end, cont, down))
(q, cont, g835, 1, (q, cont, up g835))
(q, endStr, g835, 1, (q_end, endStr, down))
(q_end, m_a_835, root, 1, (q, m_a_836, up g836))
(q_end, m_b_835, root, 1, (q, m_b_836, up g836))
(q, m0, g836, p, (q, cont, up g836))
(q, m0, g836, 1 - p, (q_end, endStr, down))
(q_end, cont, g836, 1, (q_end, cont, down))
(q, cont, g836, 1, (q, cont, up g836))
(q, endStr, g836, 1, (q_end, endStr, down))
(q_end, m_a_836, root, 1, (q, m_a_837, up g837))
(q_end, m_b_836, root, 1, (q, m_b_837, up g837))
(q, m0, g837, p, (q, cont, up g837))
(q, m0, g837, 1 - p, (q_end, endStr, down))
(q_end, cont, g837, 1, (q_end, cont, down))
(q, cont, g837, 1, (q, cont, up g837))
(q, endStr, g837, 1, (q_end, endStr, down))
(q_end, m_a_837, root, 1, (q, m_a_838, up g838))
(q_end, m_b_837, root, 1, (q, m_b_838, up g838))
(q, m0, g838, p, (q, cont, up g838))
(q, m0, g838, 1 - p, (q_end, endStr, down))
(q_end, cont, g838, 1, (q_end, cont, down))
(q, cont, g838, 1, (q, cont, up g838))
(q, endStr, g838, 1, (q_end, endStr, down))
(q_end, m_a_838, root, 1, (q, m_a_839, up g839))
(q_end, m_b_838, root, 1, (q, m_b_839, up g839))
(q, m0, g839, p, (q, cont, up g839))
(q, m0, g839, 1 - p, (q_end, endStr, down))
(q_end, cont, g839, 1, (q_end, cont, down))
(q, cont, g839, 1, (q, cont, up g839))
(q, endStr, g839, 1, (q_end, endStr, down))
(q_end, m_a_839, root, 1, (q, m_a_840, up g840))
(q_end, m_b_839, root, 1, (q, m_b_840, up g840))
(q, m0, g840, p, (q, cont, up g840))
(q, m0, g840, 1 - p, (q_end, endStr, down))
(q_end, cont, g840, 1, (q_end, cont, down))
(q, cont, g840, 1, (q, cont, up g840))
(q, endStr, g840, 1, (q_end, endStr, down))
(q_end, m_a_840, root, 1, (q, m_a_841, up g841))
(q_end, m_b_840, root, 1, (q, m_b_841, up g841))
(q, m0, g841, p, (q, cont, up g841))
(q, m0, g841, 1 - p, (q_end, endStr, down))
(q_end, cont, g841, 1, (q_end, cont, down))
(q, cont, g841, 1, (q, cont, up g841))
(q, endStr, g841, 1, (q_end, endStr, down))
(q_end, m_a_841, root, 1, (q, m_a_842, up g842))
(q_end, m_b_841, root, 1, (q, m_b_842, up g842))
(q, m0, g842, p, (q, cont, up g842))
(q, m0, g842, 1 - p, (q_end, endStr, down))
(q_end, cont, g842, 1, (q_end, cont, down))
(q, cont, g842, 1, (q, cont, up g842))
(q, endStr, g842, 1, (q_end, endStr, down))
(q_end, m_a_842, root, 1, (q, m_a_843, up g843))
(q_end, m_b_842, root, 1, (q, m_b_843, up g843))
(q, m0, g843, p, (q, cont, up g843))
(q, m0, g843, 1 - p, (q_end, endStr, down))
(q_end, cont, g843, 1, (q_end, cont, down))
(q, cont, g843, 1, (q, cont, up g843))
(q, endStr, g843, 1, (q_end, endStr, down))
(q_end, m_a_843, root, 1, (q, m_a_844, up g844))
(q_end, m_b_843, root, 1, (q, m_b_844, up g844))
(q, m0, g844, p, (q, cont, up g844))
(q, m0, g844, 1 - p, (q_end, endStr, down))
(q_end, cont, g844, 1, (q_end, cont, down))
(q, cont, g844, 1, (q, cont, up g844))
(q, endStr, g844, 1, (q_end, endStr, down))
(q_end, m_a_844, root, 1, (q, m_a_845, up g845))
(q_end, m_b_844, root, 1, (q, m_b_845, up g845))
(q, m0, g845, p, (q, cont, up g845))
(q, m0, g845, 1 - p, (q_end, endStr, down))
(q_end, cont, g845, 1, (q_end, cont, down))
(q, cont, g845, 1, (q, cont, up g845))
(q, endStr, g845, 1, (q_end, endStr, down))
(q_end, m_a_845, root, 1, (q, m_a_846, up g846))
(q_end, m_b_845, root, 1, (q, m_b_846, up g846))
(q, m0, g846, p, (q, cont, up g846))
(q, m0, g846, 1 - p, (q_end, endStr, down))
(q_end, cont, g846, 1, (q_end, cont, down))
(q, cont, g846, 1, (q, cont, up g846))
(q, endStr, g846, 1, (q_end, endStr, down))
(q_end, m_a_846, root, 1, (q, m_a_847, up g847))
(q_end, m_b_846, root, 1, (q, m_b_847, up g847))
(q, m0, g847, p, (q, cont, up g847))
(q, m0, g847, 1 - p, (q_end, endStr, down))
(q_end, cont, g847, 1, (q_end, cont, down))
(q, cont, g847, 1, (q, cont, up g847))
(q, endStr, g847, 1, (q_end, endStr, down))
(q_end, m_a_847, root, 1, (q, m_a_848, up g848))
(q_end, m_b_847, root, 1, (q, m_b_848, up g848))
(q, m0, g848, p, (q, cont, up g848))
(q, m0, g848, 1 - p, (q_end, endStr, down))
(q_end, cont, g848, 1, (q_end, cont, down))
(q, cont, g848, 1, (q, cont, up g848))
(q, endStr, g848, 1, (q_end, endStr, down))
(q_end, m_a_848, root, 1, (q, m_a_849, up g849))
(q_end, m_b_848, root, 1, (q, m_b_849, up g849))
(q, m0, g849, p, (q, cont, up g849))
(q, m0, g849, 1 - p, (q_end, endStr, down))
(q_end, cont, g849, 1, (q_end, cont, down))
(q, cont, g849, 1, (q, cont, up g849))
(q, endStr, g849, 1, (q_end, endStr, down))
(q_end, m_a_849, root, 1, (q, m_a_850, up g850))
(q_end, m_b_849, root, 1, (q, m_b_850, up g850))
(q, m0, g850, p, (q, cont, up g850))
(q, m0, g850, 1 - p, (q_end, endStr, down))
(q_end, cont, g850, 1, (q_end, cont, down))
(q, cont, g850, 1, (q, cont, up g850))
(q, endStr, g850, 1, (q_end, endStr, down))
(q_end, m_a_850, root, 1, (q, m_a_851, up g851))
(q_end, m_b_850, root, 1, (q, m_b_851, up g851))
(q, m0, g851, p, (q, cont, up g851))
(q, m0, g851, 1 - p, (q_end, endStr, down))
(q_end, cont, g851, 1, (q_end, cont, down))
(q, cont, g851, 1, (q, cont, up g851))
(q, endStr, g851, 1, (q_end, endStr, down))
(q_end, m_a_851, root, 1, (q, m_a_852, up g852))
(q_end, m_b_851, root, 1, (q, m_b_852, up g852))
(q, m0, g852, p, (q, cont, up g852))
(q, m0, g852, 1 - p, (q_end, endStr, down))
(q_end, cont, g852, 1, (q_end, cont, down))
(q, cont, g852, 1, (q, cont, up g852))
(q, endStr, g852, 1, (q_end, endStr, down))
(q_end, m_a_852, root, 1, (q, m_a_853, up g853))
(q_end, m_b_852, root, 1, (q, m_b_853, up g853))
(q, m0, g853, p, (q, cont, up g853))
(q, m0, g853, 1 - p, (q_end, endStr, down))
(q_end, cont, g853, 1, (q_end, cont, down))
(q, cont, g853, 1, (q, cont, up g853))
(q, endStr, g853, 1, (q_end, endStr, down))
(q_end, m_a_853, root, 1, (q, m_a_854, up g854))
(q_end, m_b_853, root, 1, (q, m_b_854, up g854))
(q, m0, g854, p, (q, cont, up g854))
(q, m0, g854, 1 - p, (q_end, endStr, down))
(q_end, cont, g854, 1, (q_end, cont, down))
(q, cont, g854, 1, (q, cont, up g854))
(q, endStr, g854, 1, (q_end, endStr, down))
(q_end, m_a_854, root, 1, (q, m_a_855, up g855))
(q_end, m_b_854, root, 1, (q, m_b_855, up g855))
(q, m0, g855, p, (q, cont, up g855))
(q, m0, g855, 1 - p, (q_end, endStr, down))
(q_end, cont, g855, 1, (q_end, cont, down))
(q, cont, g855, 1, (q, cont, up g855))
(q, endStr, g855, 1, (q_end, endStr, down))
(q_end, m_a_855, root, 1, (q, m_a_856, up g856))
(q_end, m_b_855, root, 1, (q, m_b_856, up g856))
(q, m0, g856, p, (q, cont, up g856))
(q, m0, g856, 1 - p, (q_end, endStr, down))
(q_end, cont, g856, 1, (q_end, cont, down))
(q, cont, g856, 1, (q, cont, up g856))
(q, endStr, g856, 1, (q_end, endStr, down))
(q_end, m_a_856, root, 1, (q, m_a_857, up g857))
(q_end, m_b_856, root, 1, (q, m_b_857, up g857))
(q, m0, g857, p, (q, cont, up g857))
(q, m0, g857, 1 - p, (q_end, endStr, down))
(q_end, cont, g857, 1, (q_end, cont, down))
(q, cont, g857, 1, (q, cont, up g857))
(q, endStr, g857, 1, (q_end, endStr, down))
(q_end, m_a_857, root, 1, (q, m_a_858, up g858))
(q_end, m_b_857, root, 1, (q, m_b_858, up g858))
(q, m0, g858, p, (q, cont, up g858))
(q, m0, g858, 1 - p, (q_end, endStr, down))
(q_end, cont, g858, 1, (q_end, cont, down))
(q, cont, g858, 1, (q, cont, up g858))
(q, endStr, g858, 1, (q_end, endStr, down))
(q_end, m_a_858, root, 1, (q, m_a_859, up g859))
(q_end, m_b_858, root, 1, (q, m_b_859, up g859))
(q, m0, g859, p, (q, cont, up g859))
(q, m0, g859, 1 - p, (q_end, endStr, down))
(q_end, cont, g859, 1, (q_end, cont, down))
(q, cont, g859, 1, (q, cont, up g859))
(q, endStr, g859, 1, (q_end, endStr, down))
(q_end, m_a_859, root, 1, (q, m_a_860, up g860))
(q_end, m_b_859, root, 1, (q, m_b_860, up g860))
(q, m0, g860, p, (q, cont, up g860))
(q, m0, g860, 1 - p, (q_end, endStr, down))
(q_end, cont, g860, 1, (q_end, cont, down))
(q, cont, g860, 1, (q, cont, up g860))
(q, endStr, g860, 1, (q_end, endStr, down))
(q_end, m_a_860, root, 1, (q, m_a_861, up g861))
(q_end, m_b_860, root, 1, (q, m_b_861, up g861))
(q, m0, g861, p, (q, cont, up g861))
(q, m0, g861, 1 - p, (q_end, endStr, down))
(q_end, cont, g861, 1, (q_end, cont, down))
(q, cont, g861, 1, (q, cont, up g861))
(q, endStr, g861, 1, (q_end, endStr, down))
(q_end, m_a_861, root, 1, (q, m_a_862, up g862))
(q_end, m_b_861, root, 1, (q, m_b_862, up g862))
(q, m0, g862, p, (q, cont, up g862))
(q, m0, g862, 1 - p, (q_end, endStr, down))
(q_end, cont, g862, 1, (q_end, cont, down))
(q, cont, g862, 1, (q, cont, up g862))
(q, endStr, g862, 1, (q_end, endStr, down))
(q_end, m_a_862, root, 1, (q, m_a_863, up g863))
(q_end, m_b_862, root, 1, (q, m_b_863, up g863))
(q, m0, g863, p, (q, cont, up g863))
(q, m0, g863, 1 - p, (q_end, endStr, down))
(q_end, cont, g863, 1, (q_end, cont, down))
(q, cont, g863, 1, (q, cont, up g863))
(q, endStr, g863, 1, (q_end, endStr, down))
(q_end, m_a_863, root, 1, (q, m_a_864, up g864))
(q_end, m_b_863, root, 1, (q, m_b_864, up g864))
(q, m0, g864, p, (q, cont, up g864))
(q, m0, g864, 1 - p, (q_end, endStr, down))
(q_end, cont, g864, 1, (q_end, cont, down))
(q, cont, g864, 1, (q, cont, up g864))
(q, endStr, g864, 1, (q_end, endStr, down))
(q_end, m_a_864, root, 1, (q, m_a_865, up g865))
(q_end, m_b_864, root, 1, (q, m_b_865, up g865))
(q, m0, g865, p, (q, cont, up g865))
(q, m0, g865, 1 - p, (q_end, endStr, down))
(q_end, cont, g865, 1, (q_end, cont, down))
(q, cont, g865, 1, (q, cont, up g865))
(q, endStr, g865, 1, (q_end, endStr, down))
(q_end, m_a_865, root, 1, (q, m_a_866, up g866))
(q_end, m_b_865, root, 1, (q, m_b_866, up g866))
(q, m0, g866, p, (q, cont, up g866))
(q, m0, g866, 1 - p, (q_end, endStr, down))
(q_end, cont, g866, 1, (q_end, cont, down))
(q, cont, g866, 1, (q, cont, up g866))
(q, endStr, g866, 1, (q_end, endStr, down))
(q_end, m_a_866, root, 1, (q, m_a_867, up g867))
(q_end, m_b_866, root, 1, (q, m_b_867, up g867))
(q, m0, g867, p, (q, cont, up g867))
(q, m0, g867, 1 - p, (q_end, endStr, down))
(q_end, cont, g867, 1, (q_end, cont, down))
(q, cont, g867, 1, (q, cont, up g867))
(q, endStr, g867, 1, (q_end, endStr, down))
(q_end, m_a_867, root, 1, (q, m_a_868, up g868))
(q_end, m_b_867, root, 1, (q, m_b_868, up g868))
(q, m0, g868, p, (q, cont, up g868))
(q, m0, g868, 1 - p, (q_end, endStr, down))
(q_end, cont, g868, 1, (q_end, cont, down))
(q, cont, g868, 1, (q, cont, up g868))
(q, endStr, g868, 1, (q_end, endStr, down))
(q_end, m_a_868, root, 1, (q, m_a_869, up g869))
(q_end, m_b_868, root, 1, (q, m_b_869, up g869))
(q, m0, g869, p, (q, cont, up g869))
(q, m0, g869, 1 - p, (q_end, endStr, down))
(q_end, cont, g869, 1, (q_end, cont, down))
(q, cont, g869, 1, (q, cont, up g869))
(q, endStr, g869, 1, (q_end, endStr, down))
(q_end, m_a_869, root, 1, (q, m_a_870, up g870))
(q_end, m_b_869, root, 1, (q, m_b_870, up g870))
(q, m0, g870, p, (q, cont, up g870))
(q, m0, g870, 1 - p, (q_end, endStr, down))
(q_end, cont, g870, 1, (q_end, cont, down))
(q, cont, g870, 1, (q, cont, up g870))
(q, endStr, g870, 1, (q_end, endStr, down))
(q_end, m_a_870, root, 1, (q, m_a_871, up g871))
(q_end, m_b_870, root, 1, (q, m_b_871, up g871))
(q, m0, g871, p, (q, cont, up g871))
(q, m0, g871, 1 - p, (q_end, endStr, down))
(q_end, cont, g871, 1, (q_end, cont, down))
(q, cont, g871, 1, (q, cont, up g871))
(q, endStr, g871, 1, (q_end, endStr, down))
(q_end, m_a_871, root, 1, (q, m_a_872, up g872))
(q_end, m_b_871, root, 1, (q, m_b_872, up g872))
(q, m0, g872, p, (q, cont, up g872))
(q, m0, g872, 1 - p, (q_end, endStr, down))
(q_end, cont, g872, 1, (q_end, cont, down))
(q, cont, g872, 1, (q, cont, up g872))
(q, endStr, g872, 1, (q_end, endStr, down))
(q_end, m_a_872, root, 1, (q, m_a_873, up g873))
(q_end, m_b_872, root, 1, (q, m_b_873, up g873))
(q, m0, g873, p, (q, cont, up g873))
(q, m0, g873, 1 - p, (q_end, endStr, down))
(q_end, cont, g873, 1, (q_end, cont, down))
(q, cont, g873, 1, (q, cont, up g873))
(q, endStr, g873, 1, (q_end, endStr, down))
(q_end, m_a_873, root, 1, (q, m_a_874, up g874))
(q_end, m_b_873, root, 1, (q, m_b_874, up g874))
(q, m0, g874, p, (q, cont, up g874))
(q, m0, g874, 1 - p, (q_end, endStr, down))
(q_end, cont, g874, 1, (q_end, cont, down))
(q, cont, g874, 1, (q, cont, up g874))
(q, endStr, g874, 1, (q_end, endStr, down))
(q_end, m_a_874, root, 1, (q, m_a_875, up g875))
(q_end, m_b_874, root, 1, (q, m_b_875, up g875))
(q, m0, g875, p, (q, cont, up g875))
(q, m0, g875, 1 - p, (q_end, endStr, down))
(q_end, cont, g875, 1, (q_end, cont, down))
(q, cont, g875, 1, (q, cont, up g875))
(q, endStr, g875, 1, (q_end, endStr, down))
(q_end, m_a_875, root, 1, (q, m_a_876, up g876))
(q_end, m_b_875, root, 1, (q, m_b_876, up g876))
(q, m0, g876, p, (q, cont, up g876))
(q, m0, g876, 1 - p, (q_end, endStr, down))
(q_end, cont, g876, 1, (q_end, cont, down))
(q, cont, g876, 1, (q, cont, up g876))
(q, endStr, g876, 1, (q_end, endStr, down))
(q_end, m_a_876, root, 1, (q, m_a_877, up g877))
(q_end, m_b_876, root, 1, (q, m_b_877, up g877))
(q, m0, g877, p, (q, cont, up g877))
(q, m0, g877, 1 - p, (q_end, endStr, down))
(q_end, cont, g877, 1, (q_end, cont, down))
(q, cont, g877, 1, (q, cont, up g877))
(q, endStr, g877, 1, (q_end, endStr, down))
(q_end, m_a_877, root, 1, (q, m_a_878, up g878))
(q_end, m_b_877, root, 1, (q, m_b_878, up g878))
(q, m0, g878, p, (q, cont, up g878))
(q, m0, g878, 1 - p, (q_end, endStr, down))
(q_end, cont, g878, 1, (q_end, cont, down))
(q, cont, g878, 1, (q, cont, up g878))
(q, endStr, g878, 1, (q_end, endStr, down))
(q_end, m_a_878, root, 1, (q, m_a_879, up g879))
(q_end, m_b_878, root, 1, (q, m_b_879, up g879))
(q, m0, g879, p, (q, cont, up g879))
(q, m0, g879, 1 - p, (q_end, endStr, down))
(q_end, cont, g879, 1, (q_end, cont, down))
(q, cont, g879, 1, (q, cont, up g879))
(q, endStr, g879, 1, (q_end, endStr, down))
(q_end, m_a_879, root, 1, (q, m_a_880, up g880))
(q_end, m_b_879, root, 1, (q, m_b_880, up g880))
(q, m0, g880, p, (q, cont, up g880))
(q, m0, g880, 1 - p, (q_end, endStr, down))
(q_end, cont, g880, 1, (q_end, cont, down))
(q, cont, g880, 1, (q, cont, up g880))
(q, endStr, g880, 1, (q_end, endStr, down))
(q_end, m_a_880, root, 1, (q, m_a_881, up g881))
(q_end, m_b_880, root, 1, (q, m_b_881, up g881))
(q, m0, g881, p, (q, cont, up g881))
(q, m0, g881, 1 - p, (q_end, endStr, down))
(q_end, cont, g881, 1, (q_end, cont, down))
(q, cont, g881, 1, (q, cont, up g881))
(q, endStr, g881, 1, (q_end, endStr, down))
(q_end, m_a_881, root, 1, (q, m_a_882, up g882))
(q_end, m_b_881, root, 1, (q, m_b_882, up g882))
(q, m0, g882, p, (q, cont, up g882))
(q, m0, g882, 1 - p, (q_end, endStr, down))
(q_end, cont, g882, 1, (q_end, cont, down))
(q, cont, g882, 1, (q, cont, up g882))
(q, endStr, g882, 1, (q_end, endStr, down))
(q_end, m_a_882, root, 1, (q, m_a_883, up g883))
(q_end, m_b_882, root, 1, (q, m_b_883, up g883))
(q, m0, g883, p, (q, cont, up g883))
(q, m0, g883, 1 - p, (q_end, endStr, down))
(q_end, cont, g883, 1, (q_end, cont, down))
(q, cont, g883, 1, (q, cont, up g883))
(q, endStr, g883, 1, (q_end, endStr, down))
(q_end, m_a_883, root, 1, (q, m_a_884, up g884))
(q_end, m_b_883, root, 1, (q, m_b_884, up g884))
(q, m0, g884, p, (q, cont, up g884))
(q, m0, g884, 1 - p, (q_end, endStr, down))
(q_end, cont, g884, 1, (q_end, cont, down))
(q, cont, g884, 1, (q, cont, up g884))
(q, endStr, g884, 1, (q_end, endStr, down))
(q_end, m_a_884, root, 1, (q, m_a_885, up g885))
(q_end, m_b_884, root, 1, (q, m_b_885, up g885))
(q, m0, g885, p, (q, cont, up g885))
(q, m0, g885, 1 - p, (q_end, endStr, down))
(q_end, cont, g885, 1, (q_end, cont, down))
(q, cont, g885, 1, (q, cont, up g885))
(q, endStr, g885, 1, (q_end, endStr, down))
(q_end, m_a_885, root, 1, (q, m_a_886, up g886))
(q_end, m_b_885, root, 1, (q, m_b_886, up g886))
(q, m0, g886, p, (q, cont, up g886))
(q, m0, g886, 1 - p, (q_end, endStr, down))
(q_end, cont, g886, 1, (q_end, cont, down))
(q, cont, g886, 1, (q, cont, up g886))
(q, endStr, g886, 1, (q_end, endStr, down))
(q_end, m_a_886, root, 1, (q, m_a_887, up g887))
(q_end, m_b_886, root, 1, (q, m_b_887, up g887))
(q, m0, g887, p, (q, cont, up g887))
(q, m0, g887, 1 - p, (q_end, endStr, down))
(q_end, cont, g887, 1, (q_end, cont, down))
(q, cont, g887, 1, (q, cont, up g887))
(q, endStr, g887, 1, (q_end, endStr, down))
(q_end, m_a_887, root, 1, (q, m_a_888, up g888))
(q_end, m_b_887, root, 1, (q, m_b_888, up g888))
(q, m0, g888, p, (q, cont, up g888))
(q, m0, g888, 1 - p, (q_end, endStr, down))
(q_end, cont, g888, 1, (q_end, cont, down))
(q, cont, g888, 1, (q, cont, up g888))
(q, endStr, g888, 1, (q_end, endStr, down))
(q_end, m_a_888, root, 1, (q, m_a_889, up g889))
(q_end, m_b_888, root, 1, (q, m_b_889, up g889))
(q, m0, g889, p, (q, cont, up g889))
(q, m0, g889, 1 - p, (q_end, endStr, down))
(q_end, cont, g889, 1, (q_end, cont, down))
(q, cont, g889, 1, (q, cont, up g889))
(q, endStr, g889, 1, (q_end, endStr, down))
(q_end, m_a_889, root, 1, (q, m_a_890, up g890))
(q_end, m_b_889, root, 1, (q, m_b_890, up g890))
(q, m0, g890, p, (q, cont, up g890))
(q, m0, g890, 1 - p, (q_end, endStr, down))
(q_end, cont, g890, 1, (q_end, cont, down))
(q, cont, g890, 1, (q, cont, up g890))
(q, endStr, g890, 1, (q_end, endStr, down))
(q_end, m_a_890, root, 1, (q, m_a_891, up g891))
(q_end, m_b_890, root, 1, (q, m_b_891, up g891))
(q, m0, g891, p, (q, cont, up g891))
(q, m0, g891, 1 - p, (q_end, endStr, down))
(q_end, cont, g891, 1, (q_end, cont, down))
(q, cont, g891, 1, (q, cont, up g891))
(q, endStr, g891, 1, (q_end, endStr, down))
(q_end, m_a_891, root, 1, (q, m_a_892, up g892))
(q_end, m_b_891, root, 1, (q, m_b_892, up g892))
(q, m0, g892, p, (q, cont, up g892))
(q, m0, g892, 1 - p, (q_end, endStr, down))
(q_end, cont, g892, 1, (q_end, cont, down))
(q, cont, g892, 1, (q, cont, up g892))
(q, endStr, g892, 1, (q_end, endStr, down))
(q_end, m_a_892, root, 1, (q, m_a_893, up g893))
(q_end, m_b_892, root, 1, (q, m_b_893, up g893))
(q, m0, g893, p, (q, cont, up g893))
(q, m0, g893, 1 - p, (q_end, endStr, down))
(q_end, cont, g893, 1, (q_end, cont, down))
(q, cont, g893, 1, (q, cont, up g893))
(q, endStr, g893, 1, (q_end, endStr, down))
(q_end, m_a_893, root, 1, (q, m_a_894, up g894))
(q_end, m_b_893, root, 1, (q, m_b_894, up g894))
(q, m0, g894, p, (q, cont, up g894))
(q, m0, g894, 1 - p, (q_end, endStr, down))
(q_end, cont, g894, 1, (q_end, cont, down))
(q, cont, g894, 1, (q, cont, up g894))
(q, endStr, g894, 1, (q_end, endStr, down))
(q_end, m_a_894, root, 1, (q, m_a_895, up g895))
(q_end, m_b_894, root, 1, (q, m_b_895, up g895))
(q, m0, g895, p, (q, cont, up g895))
(q, m0, g895, 1 - p, (q_end, endStr, down))
(q_end, cont, g895, 1, (q_end, cont, down))
(q, cont, g895, 1, (q, cont, up g895))
(q, endStr, g895, 1, (q_end, endStr, down))
(q_end, m_a_895, root, 1, (q, m_a_896, up g896))
(q_end, m_b_895, root, 1, (q, m_b_896, up g896))
(q, m0, g896, p, (q, cont, up g896))
(q, m0, g896, 1 - p, (q_end, endStr, down))
(q_end, cont, g896, 1, (q_end, cont, down))
(q, cont, g896, 1, (q, cont, up g896))
(q, endStr, g896, 1, (q_end, endStr, down))
(q_end, m_a_896, root, 1, (q, m_a_897, up g897))
(q_end, m_b_896, root, 1, (q, m_b_897, up g897))
(q, m0, g897, p, (q, cont, up g897))
(q, m0, g897, 1 - p, (q_end, endStr, down))
(q_end, cont, g897, 1, (q_end, cont, down))
(q, cont, g897, 1, (q, cont, up g897))
(q, endStr, g897, 1, (q_end, endStr, down))
(q_end, m_a_897, root, 1, (q, m_a_898, up g898))
